team,player,bat_or_bowl,bb_bf,runs,wkts,wicketball_prob,runs_per_ball,opposition,ground,start_date,overs,mdns,econ,inns,4s,6s,sr,not_out,mins
SA,DA Miller (SA),bat,33,24,,0.03030303,0.7272,v Afghanistan,Ahmedabad,10-Nov-23,,,,2,1,1,72.72,0,35
NED,A Dutt (NED),bat,9,23,,0,2.5555,v South Africa,Dharamsala,17-Oct-23,,,,1,0,3,255.55,1,14
NED,LV van Beek (NED),bat,16,23,,0,1.4375,v Bangladesh,Eden Gardens,28-Oct-23,,,,1,2,1,143.75,1,33
SL,S Samarawickrama (SL),bat,19,23,,0.052631579,1.2105,v South Africa,Delhi,7-Oct-23,,,,2,3,1,121.05,0,22
AFG,Rashid Khan (AFG),bat,22,23,,0.045454545,1.0454,v England,Delhi,15-Oct-23,,,,1,3,0,104.54,0,37
NZ,GD Phillips (NZ),bat,26,23,,0.038461538,0.8846,v India,Dharamsala,22-Oct-23,,,,1,0,1,88.46,0,36
SL,AD Mathews (SL),bat,26,23,,0.038461538,0.8846,v Afghanistan,Pune,30-Oct-23,,,,1,1,1,88.46,0,61
IND,Shubman Gill (IND),bat,24,23,,0.041666667,0.9583,v South Africa,Eden Gardens,5-Nov-23,,,,1,4,1,95.83,0,54
BAN,Litton Das (BAN),bat,22,23,,0.045454545,1.0454,v Sri Lanka,Delhi,6-Nov-23,,,,2,2,2,104.54,0,36
SA,T Bavuma (SA),bat,28,23,,0.035714286,0.8214,v Afghanistan,Ahmedabad,10-Nov-23,,,,2,3,0,82.14,0,49
PAK,Iftikhar Ahmed (PAK),bat,10,22,,0,2.2,v Sri Lanka,Hyderabad,10-Oct-23,,,,2,4,0,220,1,18
AFG,Ibrahim Zadran (AFG),bat,25,22,,0.04,0.88,v Bangladesh,Dharamsala,7-Oct-23,,,,1,3,1,88,0,41
AFG,Azmatullah Omarzai (AFG),bat,20,22,,0.05,1.1,v Bangladesh,Dharamsala,7-Oct-23,,,,1,4,0,110,0,32
AFG,Ibrahim Zadran (AFG),bat,28,22,,0.035714286,0.7857,v India,Delhi,11-Oct-23,,,,1,4,0,78.57,0,31
AUS,PJ Cummins (AUS),bat,21,22,,0.047619048,1.0476,v South Africa,Lucknow,12-Oct-23,,,,2,4,0,104.76,0,29
SA,G Coetzee (SA),bat,23,22,,0.043478261,0.9565,v Netherlands,Dharamsala,17-Oct-23,,,,2,2,1,95.65,0,33
BAN,Litton Das (BAN),bat,44,22,,0.022727273,0.5,v South Africa,Wankhede,24-Oct-23,,,,2,3,1,50,0,78
SL,KIC Asalanka (SL),bat,28,22,,0.035714286,0.7857,v Afghanistan,Pune,30-Oct-23,,,,1,2,0,78.57,0,48
IND,SA Yadav (IND),bat,14,22,,0.071428571,1.5714,v South Africa,Eden Gardens,5-Nov-23,,,,1,5,0,157.14,0,19
BAN,Mahmudullah (BAN),bat,23,22,,0.043478261,0.9565,v Sri Lanka,Delhi,6-Nov-23,,,,2,3,1,95.65,0,37
AFG,Azmatullah Omarzai (AFG),bat,18,22,,0.055555556,1.2222,v Australia,Wankhede,7-Nov-23,,,,1,1,2,122.22,0,23
NED,AT Nidamanuru (NED),bat,26,21,,0.038461538,0.8076,v New Zealand,Hyderabad,9-Oct-23,,,,2,2,1,80.76,0,28
AFG,Rahmanullah Gurbaz (AFG),bat,28,21,,0.035714286,0.75,v India,Delhi,11-Oct-23,,,,1,3,1,75,0,65
AUS,MP Stoinis (AUS),bat,24,21,,0.041666667,0.875,v Pakistan,Bengaluru,20-Oct-23,,,,1,1,1,87.5,0,46
PAK,Iftikhar Ahmed (PAK),bat,31,21,,0.032258065,0.6774,v South Africa,Chennai,27-Oct-23,,,,1,1,1,67.74,0,38
SA,HE van der Dussen (SA),bat,39,21,,0.025641026,0.5384,v Pakistan,Chennai,27-Oct-23,,,,2,0,0,53.84,0,71
NZ,TWM Latham (NZ),bat,22,21,,0.045454545,0.9545,v Australia,Dharamsala,28-Oct-23,,,,2,2,0,95.45,0,29
IND,KL Rahul (IND),bat,19,21,,0.052631579,1.1052,v Sri Lanka,Wankhede,2-Nov-23,,,,1,2,0,110.52,0,34
SL,M Theekshana (SL),bat,31,21,,0.032258065,0.6774,v Bangladesh,Delhi,6-Nov-23,,,,1,3,0,67.74,0,35
AFG,Rahmanullah Gurbaz (AFG),bat,25,21,,0.04,0.84,v Australia,Wankhede,7-Nov-23,,,,1,2,0,84,0,38
AUS,MP Stoinis (AUS),bat,10,20,,0,2,v Sri Lanka,Lucknow,16-Oct-23,,,,2,2,1,200,1,10
ENG,LS Livingstone (ENG),bat,22,20,,0.045454545,0.909,v New Zealand,Ahmedabad,5-Oct-23,,,,1,3,0,90.9,0,23
ENG,JC Buttler (ENG),bat,10,20,,0.1,2,v Bangladesh,Dharamsala,10-Oct-23,,,,1,1,1,200,0,11
ENG,HC Brook (ENG),bat,15,20,,0.066666667,1.3333,v Bangladesh,Dharamsala,10-Oct-23,,,,1,3,0,133.33,0,23
PAK,Abdullah Shafique (PAK),bat,24,20,,0.041666667,0.8333,v India,Ahmedabad,14-Oct-23,,,,1,3,0,83.33,0,39
ENG,AU Rashid (ENG),bat,13,20,,0.076923077,1.5384,v Afghanistan,Delhi,15-Oct-23,,,,2,2,0,153.84,0,24
NED,AT Nidamanuru (NED),bat,25,20,,0.04,0.8,v South Africa,Dharamsala,17-Oct-23,,,,1,3,0,80,0,56
SA,Q de Kock (SA),bat,22,20,,0.045454545,0.909,v Netherlands,Dharamsala,17-Oct-23,,,,2,3,0,90.9,0,28
NZ,DP Conway (NZ),bat,18,20,,0.055555556,1.1111,v Afghanistan,Chennai,18-Oct-23,,,,1,3,0,111.11,0,27
SA,M Jansen (SA),bat,14,20,,0.071428571,1.4285,v Pakistan,Chennai,27-Oct-23,,,,2,2,1,142.85,0,18
BAN,Mahmudullah (BAN),bat,41,20,,0.024390244,0.4878,v Netherlands,Eden Gardens,28-Oct-23,,,,2,2,0,48.78,0,70
BAN,Mustafizur Rahman (BAN),bat,35,20,,0.028571429,0.5714,v Netherlands,Eden Gardens,28-Oct-23,,,,2,2,1,57.14,0,34
AFG,Ibrahim Zadran (AFG),bat,34,20,,0.029411765,0.5882,v Netherlands,Lucknow,3-Nov-23,,,,2,2,0,58.82,0,44
ENG,AU Rashid (ENG),bat,15,20,,0.066666667,1.3333,v Australia,Ahmedabad,4-Nov-23,,,,2,1,1,133.33,0,23
IND,KL Rahul (IND),bat,29,19,,0,0.6551,v Pakistan,Ahmedabad,14-Oct-23,,,,2,2,0,65.51,1,33
AFG,Ikram Alikhil (AFG),bat,21,19,,0,0.9047,v New Zealand,Chennai,18-Oct-23,,,,2,3,0,90.47,1,42
AFG,Mohammad Nabi (AFG),bat,27,19,,0.037037037,0.7037,v India,Delhi,11-Oct-23,,,,1,1,0,70.37,0,52
AUS,SPD Smith (AUS),bat,16,19,,0.0625,1.1875,v South Africa,Lucknow,12-Oct-23,,,,2,4,0,118.75,0,20
AFG,Azmatullah Omarzai (AFG),bat,24,19,,0.041666667,0.7916,v England,Delhi,15-Oct-23,,,,1,1,1,79.16,0,25
NED,SA Engelbrecht (NED),bat,37,19,,0.027027027,0.5135,v South Africa,Dharamsala,17-Oct-23,,,,1,1,1,51.35,0,41
IND,SS Iyer (IND),bat,25,19,,0.04,0.76,v Bangladesh,Pune,19-Oct-23,,,,2,2,0,76,0,38
BAN,Nasum Ahmed (BAN),bat,19,19,,0.052631579,1,v South Africa,Wankhede,24-Oct-23,,,,2,3,0,100,0,27
SL,BKG Mendis (SL),bat,30,19,,0.033333333,0.6333,v Bangladesh,Delhi,6-Nov-23,,,,1,1,1,63.33,0,49
SL,DM de Silva (SL),bat,24,19,,0.041666667,0.7916,v New Zealand,Bengaluru,9-Nov-23,,,,1,2,1,79.16,0,36
SL,D Madushanka (SL),bat,48,19,,0.020833333,0.3958,v New Zealand,Bengaluru,9-Nov-23,,,,1,2,0,39.58,0,56
AFG,Rahmat Shah (AFG),bat,25,18,,0.04,0.72,v Bangladesh,Dharamsala,7-Oct-23,,,,1,1,0,72,0,30
AFG,Hashmatullah Shahidi (AFG),bat,38,18,,0.026315789,0.4736,v Bangladesh,Dharamsala,7-Oct-23,,,,1,2,0,47.36,0,34
NED,BFW de Leede (NED),bat,25,18,,0.04,0.72,v New Zealand,Hyderabad,9-Oct-23,,,,2,3,0,72,0,21
ENG,MA Wood (ENG),bat,22,18,,0.045454545,0.8181,v Afghanistan,Delhi,15-Oct-23,,,,2,3,0,81.81,0,26
NED,MP O'Dowd (NED),bat,25,18,,0.04,0.72,v South Africa,Dharamsala,17-Oct-23,,,,1,4,0,72,0,33
PAK,Babar Azam (PAK),bat,14,18,,0.071428571,1.2857,v Australia,Bengaluru,20-Oct-23,,,,2,3,0,128.57,0,27
AUS,SPD Smith (AUS),bat,17,18,,0.058823529,1.0588,v New Zealand,Dharamsala,28-Oct-23,,,,1,2,0,105.88,0,19
AUS,M Labuschagne (AUS),bat,26,18,,0.038461538,0.6923,v New Zealand,Dharamsala,28-Oct-23,,,,1,2,0,69.23,0,36
AUS,DA Warner (AUS),bat,29,18,,0.034482759,0.6206,v Afghanistan,Wankhede,7-Nov-23,,,,2,3,0,62.06,0,46
PAK,Iftikhar Ahmed (PAK),bat,15,17,,0,1.1333,v Bangladesh,Eden Gardens,31-Oct-23,,,,2,2,0,113.33,1,17
NZ,GD Phillips (NZ),bat,10,17,,0,1.7,v Sri Lanka,Bengaluru,9-Nov-23,,,,2,3,0,170,1,15
NED,CN Ackermann (NED),bat,21,17,,0.047619048,0.8095,v Pakistan,Hyderabad,6-Oct-23,,,,2,3,0,80.95,0,24
SA,DA Miller (SA),bat,13,17,,0.076923077,1.3076,v Australia,Lucknow,12-Oct-23,,,,1,1,1,130.76,0,35
BAN,Taskin Ahmed (BAN),bat,19,17,,0.052631579,0.8947,v New Zealand,Chennai,13-Oct-23,,,,1,0,2,89.47,0,25
ENG,HC Brook (ENG),bat,25,17,,0.04,0.68,v South Africa,Wankhede,21-Oct-23,,,,2,2,1,68,0,33
NZ,WA Young (NZ),bat,27,17,,0.037037037,0.6296,v India,Dharamsala,22-Oct-23,,,,1,3,0,62.96,0,41
PAK,Imam-ul-Haq (PAK),bat,22,17,,0.045454545,0.7727,v Afghanistan,Chennai,23-Oct-23,,,,1,2,0,77.27,0,44
NZ,MJ Santner (NZ),bat,12,17,,0.083333333,1.4166,v Australia,Dharamsala,28-Oct-23,,,,2,1,1,141.66,0,13
NED,BFW de Leede (NED),bat,32,17,,0.03125,0.5312,v Bangladesh,Eden Gardens,28-Oct-23,,,,1,2,0,53.12,0,49
BAN,Mahedi Hasan (BAN),bat,38,17,,0.026315789,0.4473,v Netherlands,Eden Gardens,28-Oct-23,,,,2,1,0,44.73,0,51
NZ,GD Phillips (NZ),bat,11,16,,0,1.4545,v Bangladesh,Chennai,13-Oct-23,,,,2,1,1,145.45,1,22
ENG,DJ Willey (ENG),bat,17,16,,0,0.9411,v India,Lucknow,29-Oct-23,,,,2,0,2,94.11,1,29
PAK,Haris Rauf (PAK),bat,14,16,,0.071428571,1.1428,v Netherlands,Hyderabad,6-Oct-23,,,,1,2,1,114.28,0,10
NED,MP O'Dowd (NED),bat,31,16,,0.032258065,0.5161,v New Zealand,Hyderabad,9-Oct-23,,,,2,2,0,51.61,0,40
AFG,Rahmat Shah (AFG),bat,22,16,,0.045454545,0.7272,v India,Delhi,11-Oct-23,,,,1,3,0,72.72,0,37
AFG,Rashid Khan (AFG),bat,12,16,,0.083333333,1.3333,v India,Delhi,11-Oct-23,,,,1,1,1,133.33,0,18
BAN,Tanzid Hasan (BAN),bat,17,16,,0.058823529,0.9411,v New Zealand,Chennai,13-Oct-23,,,,1,4,0,94.11,0,37
IND,Shubman Gill (IND),bat,11,16,,0.090909091,1.4545,v Pakistan,Ahmedabad,14-Oct-23,,,,2,4,0,145.45,0,11
IND,V Kohli (IND),bat,18,16,,0.055555556,0.8888,v Pakistan,Ahmedabad,14-Oct-23,,,,2,3,0,88.88,0,31
SA,T Bavuma (SA),bat,31,16,,0.032258065,0.5161,v Netherlands,Dharamsala,17-Oct-23,,,,2,2,1,51.61,0,35
BAN,Towhid Hridoy (BAN),bat,35,16,,0.028571429,0.4571,v India,Pune,19-Oct-23,,,,1,0,0,45.71,0,54
NED,MP O'Dowd (NED),bat,27,16,,0.037037037,0.5925,v Sri Lanka,Lucknow,21-Oct-23,,,,1,1,1,59.25,0,50
NED,SA Edwards (NED),bat,16,16,,0.0625,1,v Sri Lanka,Lucknow,21-Oct-23,,,,1,0,0,100,0,22
IND,JJ Bumrah (IND),bat,25,16,,0.04,0.64,v England,Lucknow,29-Oct-23,,,,1,1,0,64,0,44
ENG,DJ Malan (ENG),bat,17,16,,0.058823529,0.9411,v India,Lucknow,29-Oct-23,,,,2,2,1,94.11,0,25
SL,AD Mathews (SL),bat,27,16,,0.037037037,0.5925,v New Zealand,Bengaluru,9-Nov-23,,,,1,2,0,59.25,0,33
ENG,AU Rashid (ENG),bat,13,15,,0,1.1538,v New Zealand,Ahmedabad,5-Oct-23,,,,1,0,1,115.38,1,23
ENG,RJW Topley (ENG),bat,7,15,,0,2.1428,v Afghanistan,Delhi,15-Oct-23,,,,2,3,0,214.28,1,8
SA,H Klaasen (SA),bat,7,15,,0,2.1428,v New Zealand,Pune,1-Nov-23,,,,1,1,1,214.28,1,13
BAN,Towhid Hridoy (BAN),bat,7,15,,0,2.1428,v Sri Lanka,Delhi,6-Nov-23,,,,2,0,2,214.28,1,22
PAK,Imam-ul-Haq (PAK),bat,19,15,,0.052631579,0.7894,v Netherlands,Hyderabad,6-Oct-23,,,,1,2,0,78.94,0,40
AUS,GJ Maxwell (AUS),bat,25,15,,0.04,0.6,v India,Chennai,8-Oct-23,,,,1,1,0,60,0,44
AUS,PJ Cummins (AUS),bat,24,15,,0.041666667,0.625,v India,Chennai,8-Oct-23,,,,1,1,1,62.5,0,26
BAN,Taskin Ahmed (BAN),bat,25,15,,0.04,0.6,v England,Dharamsala,10-Oct-23,,,,2,0,1,60,0,35
ENG,JC Buttler (ENG),bat,7,15,,0.142857143,2.1428,v South Africa,Wankhede,21-Oct-23,,,,2,2,1,214.28,0,14
BAN,Hasan Mahmud (BAN),bat,25,15,,0.04,0.6,v South Africa,Wankhede,24-Oct-23,,,,2,2,0,60,0,32
ENG,MM Ali (ENG),bat,15,15,,0.066666667,1,v Sri Lanka,Bengaluru,26-Oct-23,,,,1,1,0,100,0,33
NED,CN Ackermann (NED),bat,33,15,,0.03030303,0.4545,v Bangladesh,Eden Gardens,28-Oct-23,,,,1,1,0,45.45,0,50
BAN,Tanzid Hasan (BAN),bat,16,15,,0.0625,0.9375,v Netherlands,Eden Gardens,28-Oct-23,,,,2,3,0,93.75,0,25
ENG,MM Ali (ENG),bat,31,15,,0.032258065,0.4838,v India,Lucknow,29-Oct-23,,,,2,0,0,48.38,0,55
SL,FDM Karunaratne (SL),bat,21,15,,0.047619048,0.7142,v Afghanistan,Pune,30-Oct-23,,,,1,1,0,71.42,0,25
AUS,DA Warner (AUS),bat,16,15,,0.0625,0.9375,v England,Ahmedabad,4-Nov-23,,,,1,1,1,93.75,0,29
ENG,DJ Willey (ENG),bat,14,15,,0.071428571,1.0714,v Australia,Ahmedabad,4-Nov-23,,,,2,3,0,107.14,0,19
ENG,JM Bairstow (ENG),bat,17,15,,0.058823529,0.8823,v Netherlands,Pune,8-Nov-23,,,,1,2,0,88.23,0,29
AFG,Ibrahim Zadran (AFG),bat,30,15,,0.033333333,0.5,v South Africa,Ahmedabad,10-Nov-23,,,,1,3,0,50,0,52
ENG,DJ Willey (ENG),bat,17,14,,0,0.8235,v Sri Lanka,Bengaluru,26-Oct-23,,,,1,1,1,82.35,1,34
ENG,DJ Malan (ENG),bat,24,14,,0.041666667,0.5833,v New Zealand,Ahmedabad,5-Oct-23,,,,1,2,0,58.33,0,36
ENG,SM Curran (ENG),bat,19,14,,0.052631579,0.7368,v New Zealand,Ahmedabad,5-Oct-23,,,,1,0,0,73.68,0,30
BAN,Shakib Al Hasan (BAN),bat,19,14,,0.052631579,0.7368,v Afghanistan,Dharamsala,7-Oct-23,,,,2,2,0,73.68,0,24
ENG,CR Woakes (ENG),bat,11,14,,0.090909091,1.2727,v Bangladesh,Dharamsala,10-Oct-23,,,,1,2,0,127.27,0,21
BAN,Mahedi Hasan (BAN),bat,32,14,,0.03125,0.4375,v England,Dharamsala,10-Oct-23,,,,2,1,0,43.75,0,39
AFG,Hashmatullah Shahidi (AFG),bat,36,14,,0.027777778,0.3888,v England,Delhi,15-Oct-23,,,,1,0,0,38.88,0,46
AFG,Ibrahim Zadran (AFG),bat,15,14,,0.066666667,0.9333,v New Zealand,Chennai,18-Oct-23,,,,2,2,0,93.33,0,27
BAN,Nasum Ahmed (BAN),bat,18,14,,0.055555556,0.7777,v India,Pune,19-Oct-23,,,,1,2,0,77.77,0,21
PAK,Mohammad Nawaz (3) (PAK),bat,16,14,,0.0625,0.875,v Australia,Bengaluru,20-Oct-23,,,,2,0,1,87.5,0,19
AUS,JP Inglis (AUS),bat,12,14,,0.083333333,1.1666,v Netherlands,Delhi,25-Oct-23,,,,1,1,1,116.66,0,12
NED,AT Nidamanuru (NED),bat,18,14,,0.055555556,0.7777,v Australia,Delhi,25-Oct-23,,,,2,2,0,77.77,0,19
ENG,JM Bairstow (ENG),bat,23,14,,0.043478261,0.6086,v India,Lucknow,29-Oct-23,,,,2,2,0,60.86,0,53
SL,DM de Silva (SL),bat,26,14,,0.038461538,0.5384,v Afghanistan,Pune,30-Oct-23,,,,1,1,0,53.84,0,24
SL,CAK Rajitha (SL),bat,17,14,,0.058823529,0.8235,v India,Wankhede,2-Nov-23,,,,2,2,0,82.35,0,20
SA,M Jansen (SA),bat,30,14,,0.033333333,0.4666,v India,Eden Gardens,5-Nov-23,,,,2,1,0,46.66,0,45
AUS,M Labuschagne (AUS),bat,28,14,,0.035714286,0.5,v Afghanistan,Wankhede,7-Nov-23,,,,2,2,0,50,0,53
NZ,KS Williamson (NZ),bat,15,14,,0.066666667,0.9333,v Sri Lanka,Bengaluru,9-Nov-23,,,,2,2,0,93.33,0,26
AFG,Rashid Khan (AFG),bat,30,14,,0.033333333,0.4666,v South Africa,Ahmedabad,10-Nov-23,,,,1,0,0,46.66,0,42
ENG,MA Wood (ENG),bat,14,13,,0,0.9285,v New Zealand,Ahmedabad,5-Oct-23,,,,1,0,0,92.85,1,19
PAK,Shaheen Shah Afridi (PAK),bat,12,13,,0,1.0833,v Netherlands,Hyderabad,6-Oct-23,,,,1,2,0,108.33,1,23
BAN,Litton Das (BAN),bat,18,13,,0.055555556,0.7222,v Afghanistan,Dharamsala,7-Oct-23,,,,2,2,0,72.22,0,29
AUS,DA Warner (AUS),bat,27,13,,0.037037037,0.4814,v South Africa,Lucknow,12-Oct-23,,,,2,2,0,48.14,0,33
BAN,Towhid Hridoy (BAN),bat,25,13,,0.04,0.52,v New Zealand,Chennai,13-Oct-23,,,,1,0,0,52,0,30
AUS,JP Inglis (AUS),bat,9,13,,0.111111111,1.4444,v Pakistan,Bengaluru,20-Oct-23,,,,1,3,0,144.44,0,10
ENG,AU Rashid (ENG),bat,20,13,,0.05,0.65,v India,Lucknow,29-Oct-23,,,,2,2,0,65,0,19
ENG,JE Root (ENG),bat,17,13,,0.058823529,0.7647,v Australia,Ahmedabad,4-Nov-23,,,,2,2,0,76.47,0,23
SA,HE van der Dussen (SA),bat,32,13,,0.03125,0.4062,v India,Eden Gardens,5-Nov-23,,,,2,1,0,40.62,0,55
SA,M Jansen (SA),bat,7,12,,0,1.7142,v Sri Lanka,Delhi,7-Oct-23,,,,1,0,1,171.42,1,15
AUS,PJ Cummins (AUS),bat,9,12,,0,1.3333,v Netherlands,Delhi,25-Oct-23,,,,1,2,0,133.33,1,39
NED,SA Edwards (NED),bat,22,12,,0,0.5454,v Australia,Delhi,25-Oct-23,,,,2,0,0,54.54,1,53
SL,M Theekshana (SL),bat,23,12,,0,0.5217,v India,Wankhede,2-Nov-23,,,,2,2,0,52.17,1,37
AUS,PJ Cummins (AUS),bat,68,12,,0,0.1764,v Afghanistan,Wankhede,7-Nov-23,,,,2,1,0,17.64,1,122
PAK,Fakhar Zaman (PAK),bat,15,12,,0.066666667,0.8,v Netherlands,Hyderabad,6-Oct-23,,,,1,3,0,80,0,14
NED,Vikramjit Singh (NED),bat,20,12,,0.05,0.6,v New Zealand,Hyderabad,9-Oct-23,,,,2,1,0,60,0,22
BAN,Shoriful Islam (BAN),bat,14,12,,0.071428571,0.8571,v England,Dharamsala,10-Oct-23,,,,2,2,0,85.71,0,17
SL,MD Shanaka (SL),bat,18,12,,0.055555556,0.6666,v Pakistan,Hyderabad,10-Oct-23,,,,1,0,0,66.66,0,23
PAK,Imam-ul-Haq (PAK),bat,12,12,,0.083333333,1,v Sri Lanka,Hyderabad,10-Oct-23,,,,2,1,0,100,0,15
PAK,Hasan Ali (PAK),bat,19,12,,0.052631579,0.6315,v India,Ahmedabad,14-Oct-23,,,,1,2,0,63.15,0,21
NED,CN Ackermann (NED),bat,25,12,,0.04,0.48,v South Africa,Dharamsala,17-Oct-23,,,,1,1,0,48,0,40
ENG,DJ Willey (ENG),bat,12,12,,0.083333333,1,v South Africa,Wankhede,21-Oct-23,,,,2,1,1,100,0,24
SA,RR Hendricks (SA),bat,19,12,,0.052631579,0.6315,v Bangladesh,Wankhede,24-Oct-23,,,,1,1,0,63.15,0,24
BAN,Tanzid Hasan (BAN),bat,17,12,,0.058823529,0.7058,v South Africa,Wankhede,24-Oct-23,,,,2,1,0,70.58,0,30
PAK,Imam-ul-Haq (PAK),bat,18,12,,0.055555556,0.6666,v South Africa,Chennai,27-Oct-23,,,,1,2,0,66.66,0,35
SA,H Klaasen (SA),bat,10,12,,0.1,1.2,v Pakistan,Chennai,27-Oct-23,,,,2,0,1,120,0,12
NZ,GD Phillips (NZ),bat,16,12,,0.0625,0.75,v Australia,Dharamsala,28-Oct-23,,,,2,1,0,75,0,21
IND,SA Yadav (IND),bat,9,12,,0.111111111,1.3333,v Sri Lanka,Wankhede,2-Nov-23,,,,1,2,0,133.33,0,13
SL,AD Mathews (SL),bat,25,12,,0.04,0.48,v India,Wankhede,2-Nov-23,,,,2,1,0,48,0,55
AFG,Mohammad Nabi (AFG),bat,10,12,,0.1,1.2,v Australia,Wankhede,7-Nov-23,,,,1,0,1,120,0,15
AFG,Ikram Alikhil (AFG),bat,14,12,,0.071428571,0.8571,v South Africa,Ahmedabad,10-Nov-23,,,,1,1,1,85.71,0,16
IND,HH Pandya (IND),bat,8,11,,0,1.375,v Australia,Chennai,8-Oct-23,,,,2,0,1,137.5,1,17
AUS,A Zampa (AUS),bat,16,11,,0,0.6875,v South Africa,Lucknow,12-Oct-23,,,,2,1,0,68.75,1,25
ENG,MM Ali (ENG),bat,17,11,,0.058823529,0.647,v New Zealand,Ahmedabad,5-Oct-23,,,,1,1,0,64.7,0,20
ENG,CR Woakes (ENG),bat,12,11,,0.083333333,0.9166,v New Zealand,Ahmedabad,5-Oct-23,,,,1,1,0,91.66,0,15
SL,DM de Silva (SL),bat,14,11,,0.071428571,0.7857,v South Africa,Delhi,7-Oct-23,,,,2,1,0,78.57,0,28
NED,A Dutt (NED),bat,20,11,,0.05,0.55,v New Zealand,Hyderabad,9-Oct-23,,,,2,0,1,55,0,19
ENG,SM Curran (ENG),bat,15,11,,0.066666667,0.7333,v Bangladesh,Dharamsala,10-Oct-23,,,,1,1,0,73.33,0,20
ENG,AU Rashid (ENG),bat,7,11,,0.142857143,1.5714,v Bangladesh,Dharamsala,10-Oct-23,,,,1,1,0,157.14,0,8
ENG,JE Root (ENG),bat,17,11,,0.058823529,0.647,v Afghanistan,Delhi,15-Oct-23,,,,2,2,0,64.7,0,23
AUS,DA Warner (AUS),bat,6,11,,0.166666667,1.8333,v Sri Lanka,Lucknow,16-Oct-23,,,,2,0,1,183.33,0,16
AFG,Rahmanullah Gurbaz (AFG),bat,21,11,,0.047619048,0.5238,v New Zealand,Chennai,18-Oct-23,,,,2,0,1,52.38,0,24
SL,BKG Mendis (SL),bat,17,11,,0.058823529,0.647,v Netherlands,Lucknow,21-Oct-23,,,,2,2,0,64.7,0,22
BAN,Mehidy Hasan Miraz (BAN),bat,19,11,,0.052631579,0.5789,v South Africa,Wankhede,24-Oct-23,,,,2,1,0,57.89,0,26
BAN,Mustafizur Rahman (BAN),bat,21,11,,0.047619048,0.5238,v South Africa,Wankhede,24-Oct-23,,,,2,2,0,52.38,0,51
NED,SA Engelbrecht (NED),bat,21,11,,0.047619048,0.5238,v Australia,Delhi,25-Oct-23,,,,2,1,0,52.38,0,36
SL,BKG Mendis (SL),bat,12,11,,0.083333333,0.9166,v England,Bengaluru,26-Oct-23,,,,2,2,0,91.66,0,15
BAN,Taskin Ahmed (BAN),bat,35,11,,0.028571429,0.3142,v Netherlands,Eden Gardens,28-Oct-23,,,,2,1,0,31.42,0,49
NED,RE van der Merwe (NED),bat,33,11,,0.03030303,0.3333,v Afghanistan,Lucknow,3-Nov-23,,,,1,0,0,33.33,0,36
AUS,TM Head (AUS),bat,10,11,,0.1,1.1,v England,Ahmedabad,4-Nov-23,,,,1,1,0,110,0,8
SA,T Bavuma (SA),bat,19,11,,0.052631579,0.5789,v India,Eden Gardens,5-Nov-23,,,,2,1,0,57.89,0,39
SA,DA Miller (SA),bat,11,11,,0.090909091,1,v India,Eden Gardens,5-Nov-23,,,,2,2,0,100,0,17
ENG,HC Brook (ENG),bat,16,11,,0.0625,0.6875,v Netherlands,Pune,8-Nov-23,,,,1,2,0,68.75,0,19
NZ,MJ Henry (NZ),bat,4,10,,0,2.5,v Netherlands,Hyderabad,9-Oct-23,,,,1,0,1,250,1,6
AFG,Mujeeb Ur Rahman (AFG),bat,12,10,,0,0.8333,v India,Delhi,11-Oct-23,,,,1,2,0,83.33,1,22
NZ,TA Boult (NZ),bat,8,10,,0,1.25,v Australia,Dharamsala,28-Oct-23,,,,2,0,1,125,1,21
NED,A Dutt (NED),bat,22,10,,0,0.4545,v Afghanistan,Lucknow,3-Nov-23,,,,1,0,0,45.45,1,42
NED,Saqib Zulfiqar (NED),bat,18,10,,0.055555556,0.5555,v Pakistan,Hyderabad,6-Oct-23,,,,2,1,0,55.55,0,24
SL,DN Wellalage (SL),bat,8,10,,0.125,1.25,v Pakistan,Hyderabad,10-Oct-23,,,,1,1,0,125,0,18
PAK,Babar Azam (PAK),bat,15,10,,0.066666667,0.6666,v Sri Lanka,Hyderabad,10-Oct-23,,,,2,1,0,66.66,0,17
ENG,LS Livingstone (ENG),bat,14,10,,0.071428571,0.7142,v Afghanistan,Delhi,15-Oct-23,,,,2,1,0,71.42,0,15
ENG,SM Curran (ENG),bat,23,10,,0.043478261,0.4347,v Afghanistan,Delhi,15-Oct-23,,,,2,0,0,43.47,0,22
NED,LV van Beek (NED),bat,27,10,,0.037037037,0.3703,v South Africa,Dharamsala,17-Oct-23,,,,1,1,0,37.03,0,22
PAK,Shaheen Shah Afridi (PAK),bat,8,10,,0.125,1.25,v Australia,Bengaluru,20-Oct-23,,,,2,2,0,125,0,17
ENG,JM Bairstow (ENG),bat,12,10,,0.083333333,0.8333,v South Africa,Wankhede,21-Oct-23,,,,2,1,1,83.33,0,13
ENG,AU Rashid (ENG),bat,14,10,,0.071428571,0.7142,v South Africa,Wankhede,21-Oct-23,,,,2,1,0,71.42,0,14
NED,CN Ackermann (NED),bat,11,10,,0.090909091,0.909,v Australia,Delhi,25-Oct-23,,,,2,2,0,90.9,0,21
SA,G Coetzee (SA),bat,13,10,,0.076923077,0.7692,v Pakistan,Chennai,27-Oct-23,,,,2,0,0,76.92,0,23
